Season;Kolo;Datum;Domaci;Hoste;Score;Result[team];Goly 0-2;Kazdy tym dal gol
season_12-13;2;25.08. 19:00;Real Sociedad;Celta Vigo;2  :  1;Real Sociedad;false;true
season_12-13;3;26.09. 21:00;Betis;Atl. Madrid;2  :  4;Atl. Madrid;false;true
season_12-13;3;02.09. 21:30;Barcelona;Valencia;1  :  0;Barcelona;true;false
season_12-13;3;02.09. 19:50;Real Madrid;Granada;3  :  0;Real Madrid;false;false
season_12-13;3;02.09. 18:00;Levante;Espanyol;3  :  2;Levante;false;true
season_12-13;3;02.09. 16:00;Ath. Bilbao;Valladolid;2  :  0;Ath. Bilbao;true;false
season_12-13;3;02.09. 12:00;Vallecano;Sevilla;0  :  0;draw;true;false
season_12-13;3;01.09. 22:00;Mallorca;Real Sociedad;1  :  0;Mallorca;true;false
season_12-13;3;01.09. 20:00;La Coruňa;Getafe;1  :  1;draw;true;true
season_12-13;3;01.09. 18:00;Zaragoza;Malaga;0  :  1;Malaga;true;false
season_12-13;3;01.09. 16:00;Celta Vigo;Osasuna;2  :  0;Celta Vigo;true;false
season_12-13;4;17.09. 21:30;Valladolid;Betis;0  :  1;Betis;true;false
season_12-13;4;16.09. 21:30;Atl. Madrid;Vallecano;4  :  3;Atl. Madrid;false;true
season_12-13;4;16.09. 19:50;Real Sociedad;Zaragoza;2  :  0;Real Sociedad;true;false
season_12-13;4;16.09. 18:00;Osasuna;Mallorca;1  :  1;draw;true;true
season_12-13;4;16.09. 16:00;Granada;La Coruňa;1  :  1;draw;true;true
season_12-13;4;16.09. 12:00;Espanyol;Ath. Bilbao;3  :  3;draw;false;true
season_12-13;4;15.09. 22:00;Sevilla;Real Madrid;1  :  0;Sevilla;true;false
season_12-13;4;15.09. 20:00;Getafe;Barcelona;1  :  4;Barcelona;false;true
season_12-13;4;15.09. 18:00;Valencia;Celta Vigo;2  :  1;Valencia;false;true
season_12-13;4;15.09. 16:00;Malaga;Levante;3  :  1;Malaga;false;true
season_12-13;5;24.09. 21:30;La Coruňa;Sevilla;0  :  2;Sevilla;true;false
season_12-13;5;24.09. 19:45;Vallecano;Real Madrid;0  :  2;Real Madrid;true;false
season_12-13;5;23.09. 19:50;Ath. Bilbao;Malaga;0  :  0;draw;true;false
season_12-13;5;23.09. 18:00;Atl. Madrid;Valladolid;2  :  1;Atl. Madrid;false;true
season_12-13;5;23.09. 16:00;Levante;Real Sociedad;2  :  1;Levante;false;true
season_12-13;5;23.09. 12:00;Mallorca;Valencia;2  :  0;Mallorca;true;false
season_12-13;5;22.09. 22:00;Barcelona;Granada;2  :  0;Barcelona;true;false
season_12-13;5;22.09. 20:00;Betis;Espanyol;1  :  0;Betis;true;false
season_12-13;5;22.09. 18:00;Celta Vigo;Getafe;2  :  1;Celta Vigo;false;true
season_12-13;5;22.09. 16:00;Zaragoza;Osasuna;3  :  1;Zaragoza;false;true
season_12-13;6;01.10. 21:30;Getafe;Mallorca;1  :  0;Getafe;true;false
season_12-13;6;30.09. 21:30;Espanyol;Atl. Madrid;0  :  1;Atl. Madrid;true;false
season_12-13;6;30.09. 19:50;Real Madrid;La Coruňa;5  :  1;Real Madrid;false;true
season_12-13;6;30.09. 18:00;Osasuna;Levante;4  :  0;Osasuna;false;false
season_12-13;6;30.09. 16:00;Valladolid;Vallecano;6  :  1;Valladolid;false;true
season_12-13;6;30.09. 12:00;Granada;Celta Vigo;2  :  1;Granada;false;true
season_12-13;6;29.09. 22:00;Sevilla;Barcelona;2  :  3;Barcelona;false;true
season_12-13;6;29.09. 20:00;Real Sociedad;Ath. Bilbao;2  :  0;Real Sociedad;true;false
season_12-13;6;29.09. 18:00;Malaga;Betis;4  :  0;Malaga;false;false
season_12-13;6;29.09. 16:00;Valencia;Zaragoza;2  :  0;Valencia;true;false
season_12-13;7;07.10. 21:30;Atl. Madrid;Malaga;2  :  1;Atl. Madrid;false;true
season_12-13;7;07.10. 19:50;Barcelona;Real Madrid;2  :  2;draw;false;true
season_12-13;7;07.10. 18:00;Ath. Bilbao;Osasuna;1  :  0;Ath. Bilbao;true;false
season_12-13;7;07.10. 16:00;Mallorca;Granada;1  :  2;Granada;false;true
season_12-13;7;07.10. 12:00;Levante;Valencia;1  :  0;Levante;true;false
season_12-13;7;06.10. 22:00;Betis;Real Sociedad;2  :  0;Betis;true;false
season_12-13;7;06.10. 20:00;Valladolid;Espanyol;1  :  1;draw;true;true
season_12-13;7;06.10. 18:00;Zaragoza;Getafe;0  :  1;Getafe;true;false
season_12-13;7;06.10. 16:00;Vallecano;La Coruňa;2  :  1;Vallecano;false;true
season_12-13;7;05.10. 21:30;Celta Vigo;Sevilla;2  :  0;Celta Vigo;true;false
season_12-13;8;22.10. 21:30;Sevilla;Mallorca;3  :  2;Sevilla;false;true
season_12-13;8;21.10. 21:30;Real Sociedad;Atl. Madrid;0  :  1;Atl. Madrid;true;false
season_12-13;8;21.10. 19:45;Osasuna;Betis;0  :  0;draw;true;false
season_12-13;8;21.10. 17:50;Granada;Zaragoza;1  :  2;Zaragoza;false;true
season_12-13;8;21.10. 16:00;Espanyol;Vallecano;3  :  2;Espanyol;false;true
season_12-13;8;21.10. 12:00;Getafe;Levante;0  :  1;Levante;true;false
season_12-13;8;20.10. 22:00;La Coruňa;Barcelona;4  :  5;Barcelona;false;true
season_12-13;8;20.10. 20:00;Valencia;Ath. Bilbao;3  :  2;Valencia;false;true
season_12-13;8;20.10. 18:00;Real Madrid;Celta Vigo;2  :  0;Real Madrid;true;false
season_12-13;8;20.10. 16:00;Malaga;Valladolid;2  :  1;Malaga;false;true
season_12-13;9;29.10. 21:30;Valladolid;Real Sociedad;2  :  2;draw;false;true
season_12-13;9;28.10. 21:30;Mallorca;Real Madrid;0  :  5;Real Madrid;false;false
season_12-13;9;28.10. 19:45;Atl. Madrid;Osasuna;3  :  1;Atl. Madrid;false;true
season_12-13;9;28.10. 17:50;Ath. Bilbao;Getafe;1  :  2;Getafe;false;true
season_12-13;9;28.10. 16:00;Levante;Granada;3  :  1;Levante;false;true
season_12-13;9;28.10. 12:00;Zaragoza;Sevilla;2  :  1;Zaragoza;false;true
season_12-13;9;27.10. 22:00;Vallecano;Barcelona;0  :  5;Barcelona;false;false
season_12-13;9;27.10. 20:00;Celta Vigo;La Coruňa;1  :  1;draw;true;true
season_12-13;9;27.10. 18:00;Betis;Valencia;1  :  0;Betis;true;false
season_12-13;9;27.10. 16:00;Espanyol;Malaga;0  :  0;draw;true;false
season_12-13;10;05.11. 21:30;Getafe;Betis;2  :  4;Betis;false;true
season_12-13;10;04.11. 21:30;Sevilla;Levante;0  :  0;draw;true;false
season_12-13;10;04.11. 19:45;Granada;Ath. Bilbao;1  :  2;Ath. Bilbao;false;true
season_12-13;10;04.11. 17:50;Osasuna;Valladolid;0  :  1;Valladolid;true;false
season_12-13;10;04.11. 16:00;La Coruňa;Mallorca;1  :  0;La Coruňa;true;false
season_12-13;10;04.11. 12:00;Real Sociedad;Espanyol;0  :  1;Espanyol;true;false
season_12-13;10;03.11. 22:00;Valencia;Atl. Madrid;2  :  0;Valencia;true;false
season_12-13;10;03.11. 20:00;Real Madrid;Zaragoza;4  :  0;Real Madrid;false;false
season_12-13;10;03.11. 18:00;Barcelona;Celta Vigo;3  :  1;Barcelona;false;true
season_12-13;10;03.11. 16:00;Malaga;Vallecano;1  :  2;Vallecano;false;true
season_12-13;11;11.11. 21:30;Levante;Real Madrid;1  :  2;Real Madrid;false;true
season_12-13;11;11.11. 19:45;Atl. Madrid;Getafe;2  :  0;Atl. Madrid;true;false
season_12-13;11;11.11. 17:50;Mallorca;Barcelona;2  :  4;Barcelona;false;true
season_12-13;11;11.11. 16:00;Ath. Bilbao;Sevilla;2  :  1;Ath. Bilbao;false;true
season_12-13;11;11.11. 12:00;Valladolid;Valencia;1  :  1;draw;true;true
season_12-13;11;10.11. 22:00;Malaga;Real Sociedad;1  :  2;Real Sociedad;false;true
season_12-13;11;10.11. 20:00;Zaragoza;La Coruňa;5  :  3;Zaragoza;false;true
season_12-13;11;10.11. 18:00;Espanyol;Osasuna;0  :  3;Osasuna;false;false
season_12-13;11;10.11. 16:00;Vallecano;Celta Vigo;3  :  2;Vallecano;false;true
season_12-13;11;09.11. 21:30;Betis;Granada;1  :  2;Granada;false;true
season_12-13;12;19.11. 21:30;Real Sociedad;Vallecano;4  :  0;Real Sociedad;false;false
season_12-13;12;18.11. 21:30;Sevilla;Betis;5  :  1;Sevilla;false;true
season_12-13;12;18.11. 19:45;Granada;Atl. Madrid;0  :  1;Atl. Madrid;true;false
season_12-13;12;18.11. 17:50;Getafe;Valladolid;2  :  1;Getafe;false;true
season_12-13;12;18.11. 16:00;Celta Vigo;Mallorca;1  :  1;draw;true;true
season_12-13;12;18.11. 12:00;La Coruňa;Levante;0  :  2;Levante;true;false
season_12-13;12;17.11. 22:00;Real Madrid;Ath. Bilbao;5  :  1;Real Madrid;false;true
season_12-13;12;17.11. 20:00;Barcelona;Zaragoza;3  :  1;Barcelona;false;true
season_12-13;12;17.11. 18:00;Valencia;Espanyol;2  :  1;Valencia;false;true
season_12-13;12;17.11. 16:00;Osasuna;Malaga;0  :  0;draw;true;false
season_12-13;13;26.11. 21:00;Zaragoza;Celta Vigo;0  :  1;Celta Vigo;true;false
season_12-13;13;25.11. 21:00;Levante;Barcelona;0  :  4;Barcelona;false;false
season_12-13;13;25.11. 19:00;Atl. Madrid;Sevilla;4  :  0;Atl. Madrid;false;false
season_12-13;13;25.11. 17:00;Ath. Bilbao;La Coruňa;1  :  1;draw;true;true
season_12-13;13;25.11. 12:00;Espanyol;Getafe;0  :  2;Getafe;true;false
season_12-13;13;24.11. 22:00;Betis;Real Madrid;1  :  0;Betis;true;false
season_12-13;13;24.11. 20:00;Malaga;Valencia;4  :  0;Malaga;false;false
season_12-13;13;24.11. 18:00;Valladolid;Granada;1  :  0;Valladolid;true;false
season_12-13;13;24.11. 16:00;Vallecano;Mallorca;2  :  0;Vallecano;true;false
season_12-13;13;23.11. 21:30;Real Sociedad;Osasuna;0  :  0;draw;true;false
season_12-13;14;03.12. 21:30;Sevilla;Valladolid;1  :  2;Valladolid;false;true
season_12-13;14;02.12. 21:00;Mallorca;Zaragoza;1  :  1;draw;true;true
season_12-13;14;02.12. 19:00;Celta Vigo;Levante;1  :  1;draw;true;true
season_12-13;14;02.12. 17:00;La Coruňa;Betis;2  :  3;Betis;false;true
season_12-13;14;02.12. 12:00;Granada;Espanyol;0  :  0;draw;true;false
season_12-13;14;01.12. 22:00;Real Madrid;Atl. Madrid;2  :  0;Real Madrid;true;false
season_12-13;14;01.12. 20:00;Barcelona;Ath. Bilbao;5  :  1;Barcelona;false;true
season_12-13;14;01.12. 18:00;Valencia;Real Sociedad;2  :  5;Real Sociedad;false;true
season_12-13;14;01.12. 16:00;Getafe;Malaga;1  :  0;Getafe;true;false
season_12-13;14;30.11. 21:00;Osasuna;Vallecano;1  :  0;Osasuna;true;false
season_12-13;15;10.12. 21:00;Vallecano;Zaragoza;0  :  2;Zaragoza;true;false
season_12-13;15;09.12. 21:00;Betis;Barcelona;1  :  2;Barcelona;false;true
season_12-13;15;09.12. 19:00;Atl. Madrid;La Coruňa;6  :  0;Atl. Madrid;false;false
season_12-13;15;09.12. 17:00;Ath. Bilbao;Celta Vigo;1  :  0;Ath. Bilbao;true;false
season_12-13;15;09.12. 12:00;Levante;Mallorca;4  :  0;Levante;false;false
season_12-13;15;08.12. 22:00;Osasuna;Valencia;0  :  1;Valencia;true;false
season_12-13;15;08.12. 20:00;Valladolid;Real Madrid;2  :  3;Real Madrid;false;true
season_12-13;15;08.12. 18:00;Malaga;Granada;4  :  0;Malaga;false;false
season_12-13;15;08.12. 16:00;Real Sociedad;Getafe;1  :  1;draw;true;true
season_12-13;15;07.12. 21:30;Espanyol;Sevilla;2  :  2;draw;false;true
season_12-13;16;17.12. 21:30;Celta Vigo;Betis;0  :  1;Betis;true;false
season_12-13;16;17.12. 20:00;La Coruňa;Valladolid;0  :  0;draw;true;false
season_12-13;16;16.12. 21:00;Barcelona;Atl. Madrid;4  :  1;Barcelona;false;true
season_12-13;16;16.12. 19:00;Real Madrid;Espanyol;2  :  2;draw;false;true
season_12-13;16;16.12. 17:00;Valencia;Vallecano;0  :  1;Vallecano;true;false
season_12-13;16;16.12. 12:00;Zaragoza;Levante;0  :  1;Levante;true;false
season_12-13;16;15.12. 22:00;Sevilla;Malaga;0  :  2;Malaga;true;false
season_12-13;16;15.12. 20:00;Granada;Real Sociedad;0  :  0;draw;true;false
season_12-13;16;15.12. 18:00;Mallorca;Ath. Bilbao;0  :  1;Ath. Bilbao;true;false
season_12-13;16;15.12. 16:00;Getafe;Osasuna;1  :  1;draw;true;true
season_12-13;17;22.12. 22:00;Ath. Bilbao;Zaragoza;0  :  2;Zaragoza;true;false
season_12-13;17;22.12. 20:00;Malaga;Real Madrid;3  :  2;Malaga;false;true
season_12-13;17;22.12. 20:00;Osasuna;Granada;1  :  2;Granada;false;true
season_12-13;17;22.12. 18:00;Valladolid;Barcelona;1  :  3;Barcelona;false;true
season_12-13;17;22.12. 16:00;Betis;Mallorca;1  :  2;Mallorca;false;true
season_12-13;17;21.12. 22:00;Atl. Madrid;Celta Vigo;1  :  0;Atl. Madrid;true;false
season_12-13;17;21.12. 20:00;Valencia;Getafe;4  :  2;Valencia;false;true
season_12-13;17;20.12. 22:00;Espanyol;La Coruňa;2  :  0;Espanyol;true;false
season_12-13;17;20.12. 22:00;Real Sociedad;Sevilla;2  :  1;Real Sociedad;false;true
season_12-13;17;20.12. 20:00;Vallecano;Levante;3  :  0;Vallecano;false;false
season_12-13;18;07.01. 20:00;Vallecano;Getafe;3  :  1;Vallecano;false;true
season_12-13;18;06.01. 21:00;Mallorca;Atl. Madrid;1  :  1;draw;true;true
season_12-13;18;06.01. 19:00;Barcelona;Espanyol;4  :  0;Barcelona;false;false
season_12-13;18;06.01. 17:00;Real Madrid;Real Sociedad;4  :  3;Real Madrid;false;true
season_12-13;18;06.01. 12:00;Celta Vigo;Valladolid;3  :  1;Celta Vigo;false;true
season_12-13;18;05.01. 22:00;Sevilla;Osasuna;1  :  0;Sevilla;true;false
season_12-13;18;05.01. 20:00;La Coruňa;Malaga;1  :  0;La Coruňa;true;false
season_12-13;18;05.01. 18:00;Granada;Valencia;1  :  2;Valencia;false;true
season_12-13;18;05.01. 16:00;Levante;Ath. Bilbao;3  :  1;Levante;false;true
season_12-13;18;04.01. 21:30;Zaragoza;Betis;1  :  2;Betis;false;true
season_12-13;19;14.01. 20:00;Getafe;Granada;2  :  2;draw;false;true
season_12-13;19;13.01. 21:00;Malaga;Barcelona;1  :  3;Barcelona;false;true
season_12-13;19;13.01. 19:00;Atl. Madrid;Zaragoza;2  :  0;Atl. Madrid;true;false
season_12-13;19;13.01. 17:00;Real Sociedad;La Coruňa;1  :  1;draw;true;true
season_12-13;19;13.01. 12:00;Betis;Levante;2  :  0;Betis;true;false
season_12-13;19;12.01. 22:00;Valencia;Sevilla;2  :  0;Valencia;true;false
season_12-13;19;12.01. 20:00;Osasuna;Real Madrid;0  :  0;draw;true;false
season_12-13;19;12.01. 18:00;Espanyol;Celta Vigo;1  :  0;Espanyol;true;false
season_12-13;19;12.01. 16:00;Valladolid;Mallorca;3  :  1;Valladolid;false;true
season_12-13;19;11.01. 21:30;Ath. Bilbao;Vallecano;1  :  2;Vallecano;false;true
season_12-13;20;21.01. 21:30;Betis;Ath. Bilbao;1  :  1;draw;true;true
season_12-13;20;20.01. 21:00;Valencia;Real Madrid;0  :  5;Real Madrid;false;false
season_12-13;20;20.01. 19:00;Atl. Madrid;Levante;2  :  0;Atl. Madrid;true;false
season_12-13;20;20.01. 17:00;Valladolid;Zaragoza;2  :  0;Valladolid;true;false
season_12-13;20;20.01. 12:00;Osasuna;La Coruňa;2  :  1;Osasuna;false;true
season_12-13;20;19.01. 22:00;Malaga;Celta Vigo;1  :  1;draw;true;true
season_12-13;20;19.01. 20:00;Getafe;Sevilla;1  :  1;draw;true;true
season_12-13;20;19.01. 18:00;Real Sociedad;Barcelona;3  :  2;Real Sociedad;false;true
season_12-13;20;19.01. 16:00;Granada;Vallecano;2  :  0;Granada;true;false
season_12-13;20;18.01. 21:00;Espanyol;Mallorca;3  :  2;Espanyol;false;true
season_12-13;21;28.01. 21:30;Sevilla;Granada;3  :  0;Sevilla;false;false
season_12-13;21;27.01. 21:00;Ath. Bilbao;Atl. Madrid;3  :  0;Ath. Bilbao;false;false
season_12-13;21;27.01. 21:00;Mallorca;Malaga;2  :  3;Malaga;false;true
season_12-13;21;27.01. 19:00;Barcelona;Osasuna;5  :  1;Barcelona;false;true
season_12-13;21;27.01. 17:00;Vallecano;Betis;3  :  0;Vallecano;false;false
season_12-13;21;27.01. 12:00;Real Madrid;Getafe;4  :  0;Real Madrid;false;false
season_12-13;21;26.01. 22:00;La Coruňa;Valencia;2  :  3;Valencia;false;true
season_12-13;21;26.01. 20:00;Zaragoza;Espanyol;0  :  0;draw;true;false
season_12-13;21;26.01. 18:00;Levante;Valladolid;2  :  1;Levante;false;true
season_12-13;21;26.01. 16:00;Celta Vigo;Real Sociedad;1  :  1;draw;true;true
season_12-13;22;03.02. 21:00;Atl. Madrid;Betis;1  :  0;Atl. Madrid;true;false
season_12-13;22;03.02. 21:00;Real Sociedad;Mallorca;3  :  0;Real Sociedad;false;false
season_12-13;22;03.02. 19:00;Valencia;Barcelona;1  :  1;draw;true;true
season_12-13;22;03.02. 17:00;Sevilla;Vallecano;2  :  1;Sevilla;false;true
season_12-13;22;03.02. 12:00;Malaga;Zaragoza;1  :  1;draw;true;true
season_12-13;22;02.02. 22:00;Granada;Real Madrid;1  :  0;Granada;true;false
season_12-13;22;02.02. 20:00;Espanyol;Levante;3  :  2;Espanyol;false;true
season_12-13;22;02.02. 18:00;Getafe;La Coruňa;3  :  1;Getafe;false;true
season_12-13;22;02.02. 16:00;Osasuna;Celta Vigo;1  :  0;Osasuna;true;false
season_12-13;22;01.02. 21:30;Valladolid;Ath. Bilbao;2  :  2;draw;false;true
season_12-13;23;11.02. 21:30;Betis;Valladolid;0  :  0;draw;true;false
season_12-13;23;10.02. 21:00;Vallecano;Atl. Madrid;2  :  1;Vallecano;false;true
season_12-13;23;10.02. 19:00;Ath. Bilbao;Espanyol;0  :  4;Espanyol;false;false
season_12-13;23;10.02. 17:00;Zaragoza;Real Sociedad;1  :  2;Real Sociedad;false;true
season_12-13;23;10.02. 12:00;Barcelona;Getafe;6  :  1;Barcelona;false;true
season_12-13;23;09.02. 22:00;La Coruňa;Granada;0  :  3;Granada;false;false
season_12-13;23;09.02. 22:00;Real Madrid;Sevilla;4  :  1;Real Madrid;false;true
season_12-13;23;09.02. 20:00;Levante;Malaga;1  :  2;Malaga;false;true
season_12-13;23;09.02. 18:00;Celta Vigo;Valencia;0  :  1;Valencia;true;false
season_12-13;23;09.02. 16:00;Mallorca;Osasuna;1  :  1;draw;true;true
season_12-13;24;17.02. 21:00;Espanyol;Betis;1  :  0;Espanyol;true;false
season_12-13;24;17.02. 21:00;Real Madrid;Vallecano;2  :  0;Real Madrid;true;false
season_12-13;24;17.02. 19:00;Valladolid;Atl. Madrid;0  :  3;Atl. Madrid;false;false
season_12-13;24;17.02. 17:00;Valencia;Mallorca;2  :  0;Valencia;true;false
season_12-13;24;17.02. 12:00;Real Sociedad;Levante;1  :  1;draw;true;true
season_12-13;24;16.02. 22:00;Osasuna;Zaragoza;1  :  0;Osasuna;true;false
season_12-13;24;16.02. 20:00;Granada;Barcelona;1  :  2;Barcelona;false;true
season_12-13;24;16.02. 18:00;Malaga;Ath. Bilbao;1  :  0;Malaga;true;false
season_12-13;24;16.02. 16:00;Getafe;Celta Vigo;3  :  1;Getafe;false;true
season_12-13;24;15.02. 21:30;Sevilla;La Coruňa;3  :  1;Sevilla;false;true
season_12-13;25;25.02. 21:00;Levante;Osasuna;0  :  2;Osasuna;true;false
season_12-13;25;24.02. 21:00;Betis;Malaga;3  :  0;Betis;false;false
season_12-13;25;24.02. 19:00;Atl. Madrid;Espanyol;1  :  0;Atl. Madrid;true;false
season_12-13;25;24.02. 17:00;Celta Vigo;Granada;2  :  1;Celta Vigo;false;true
season_12-13;25;24.02. 12:00;Vallecano;Valladolid;1  :  2;Valladolid;false;true
season_12-13;25;23.02. 22:00;Barcelona;Sevilla;2  :  1;Barcelona;false;true
season_12-13;25;23.02. 20:00;La Coruňa;Real Madrid;1  :  2;Real Madrid;false;true
season_12-13;25;23.02. 18:00;Zaragoza;Valencia;2  :  2;draw;false;true
season_12-13;25;23.02. 16:00;Mallorca;Getafe;1  :  3;Getafe;false;true
season_12-13;25;22.02. 21:30;Ath. Bilbao;Real Sociedad;1  :  3;Real Sociedad;false;true
season_12-13;26;04.03. 21:30;Sevilla;Celta Vigo;4  :  1;Sevilla;false;true
season_12-13;26;03.03. 21:00;Real Sociedad;Betis;3  :  3;draw;false;true
season_12-13;26;03.03. 19:00;Malaga;Atl. Madrid;0  :  0;draw;true;false
season_12-13;26;03.03. 17:00;Espanyol;Valladolid;0  :  0;draw;true;false
season_12-13;26;03.03. 12:00;Granada;Mallorca;1  :  2;Mallorca;false;true
season_12-13;26;02.03. 22:00;Valencia;Levante;2  :  2;draw;false;true
season_12-13;26;02.03. 20:00;Osasuna;Ath. Bilbao;0  :  1;Ath. Bilbao;true;false
season_12-13;26;02.03. 18:00;La Coruňa;Vallecano;0  :  0;draw;true;false
season_12-13;26;02.03. 16:00;Real Madrid;Barcelona;2  :  1;Real Madrid;false;true
season_12-13;26;01.03. 21:00;Getafe;Zaragoza;2  :  0;Getafe;true;false
season_12-13;27;11.03. 20:30;Zaragoza;Granada;0  :  0;draw;true;false
season_12-13;27;10.03. 21:00;Atl. Madrid;Real Sociedad;0  :  1;Real Sociedad;true;false
season_12-13;27;10.03. 19:00;Celta Vigo;Real Madrid;1  :  2;Real Madrid;false;true
season_12-13;27;10.03. 17:00;Levante;Getafe;0  :  0;draw;true;false
season_12-13;27;10.03. 12:00;Ath. Bilbao;Valencia;1  :  0;Ath. Bilbao;true;false
season_12-13;27;09.03. 22:00;Mallorca;Sevilla;2  :  1;Mallorca;false;true
season_12-13;27;09.03. 20:00;Barcelona;La Coruňa;2  :  0;Barcelona;true;false
season_12-13;27;09.03. 18:00;Valladolid;Malaga;1  :  1;draw;true;true
season_12-13;27;09.03. 16:00;Vallecano;Espanyol;2  :  0;Vallecano;true;false
season_12-13;27;08.03. 21:30;Betis;Osasuna;2  :  1;Betis;false;true
season_12-13;28;17.03. 21:00;Barcelona;Vallecano;3  :  1;Barcelona;false;true
season_12-13;28;17.03. 21:00;Granada;Levante;1  :  1;draw;true;true
season_12-13;28;17.03. 19:00;Osasuna;Atl. Madrid;0  :  2;Atl. Madrid;true;false
season_12-13;28;17.03. 17:00;Sevilla;Zaragoza;4  :  0;Sevilla;false;false
season_12-13;28;17.03. 12:00;Malaga;Espanyol;0  :  2;Espanyol;true;false
season_12-13;28;16.03. 22:00;Valencia;Betis;3  :  0;Valencia;false;false
season_12-13;28;16.03. 20:00;Real Madrid;Mallorca;5  :  2;Real Madrid;false;true
season_12-13;28;16.03. 18:00;Getafe;Ath. Bilbao;1  :  0;Getafe;true;false
season_12-13;28;16.03. 16:00;Real Sociedad;Valladolid;4  :  1;Real Sociedad;false;true
season_12-13;28;15.03. 21:45;La Coruňa;Celta Vigo;3  :  1;La Coruňa;false;true
season_12-13;29;01.04. 22:00;Betis;Getafe;0  :  0;draw;true;false
season_12-13;29;01.04. 20:00;Ath. Bilbao;Granada;1  :  0;Ath. Bilbao;true;false
season_12-13;29;31.03. 21:00;Atl. Madrid;Valencia;1  :  1;draw;true;true
season_12-13;29;31.03. 19:00;Espanyol;Real Sociedad;2  :  2;draw;false;true
season_12-13;29;31.03. 17:00;Mallorca;La Coruňa;2  :  3;La Coruňa;false;true
season_12-13;29;31.03. 12:00;Valladolid;Osasuna;1  :  3;Osasuna;false;true
season_12-13;29;30.03. 22:00;Levante;Sevilla;1  :  0;Levante;true;false
season_12-13;29;30.03. 20:00;Zaragoza;Real Madrid;1  :  1;draw;true;true
season_12-13;29;30.03. 18:00;Celta Vigo;Barcelona;2  :  2;draw;false;true
season_12-13;29;30.03. 16:00;Vallecano;Malaga;1  :  3;Malaga;false;true
season_12-13;30;08.04. 22:00;Sevilla;Ath. Bilbao;2  :  1;Sevilla;false;true
season_12-13;30;07.04. 21:00;Valencia;Valladolid;2  :  1;Valencia;false;true
season_12-13;30;07.04. 19:00;Getafe;Atl. Madrid;0  :  0;draw;true;false
season_12-13;30;07.04. 17:00;Osasuna;Espanyol;0  :  2;Espanyol;true;false
season_12-13;30;07.04. 12:00;Celta Vigo;Vallecano;0  :  2;Vallecano;true;false
season_12-13;30;06.04. 22:00;Barcelona;Mallorca;5  :  0;Barcelona;false;false
season_12-13;30;06.04. 20:00;La Coruňa;Zaragoza;3  :  2;La Coruňa;false;true
season_12-13;30;06.04. 18:00;Real Madrid;Levante;5  :  1;Real Madrid;false;true
season_12-13;30;06.04. 16:00;Real Sociedad;Malaga;4  :  2;Real Sociedad;false;true
season_12-13;30;05.04. 21:00;Granada;Betis;1  :  5;Betis;false;true
season_12-13;31;15.04. 21:00;Mallorca;Celta Vigo;1  :  0;Mallorca;true;false
season_12-13;31;14.04. 21:00;Ath. Bilbao;Real Madrid;0  :  3;Real Madrid;false;false
season_12-13;31;14.04. 19:00;Zaragoza;Barcelona;0  :  3;Barcelona;false;false
season_12-13;31;14.04. 17:00;Atl. Madrid;Granada;5  :  0;Atl. Madrid;false;false
season_12-13;31;14.04. 12:00;Vallecano;Real Sociedad;0  :  2;Real Sociedad;true;false
season_12-13;31;13.04. 22:00;Malaga;Osasuna;1  :  0;Malaga;true;false
